0.000000 1.051000e+00 
0.010000 9.760000e-01 
0.020000 1.005000e+00 
0.030000 1.013000e+00 
0.040000 9.710000e-01 
0.050000 1.000000e+00 
0.060000 1.012000e+00 
0.070000 9.410000e-01 
0.080000 1.000000e+00 
0.090000 9.950000e-01 
0.100000 1.022000e+00 
0.110000 1.022000e+00 
0.120000 1.028000e+00 
0.130000 1.001000e+00 
0.140000 9.950000e-01 
0.150000 1.026000e+00 
0.160000 9.990000e-01 
0.170000 9.580000e-01 
0.180000 9.940000e-01 
0.190000 9.800000e-01 
0.200000 9.980000e-01 
0.210000 1.063000e+00 
0.220000 9.960000e-01 
0.230000 1.050000e+00 
0.240000 9.670000e-01 
0.250000 9.270000e-01 
0.260000 9.700000e-01 
0.270000 9.810000e-01 
0.280000 1.019000e+00 
0.290000 9.820000e-01 
0.300000 1.000000e+00 
0.310000 1.018000e+00 
0.320000 1.008000e+00 
0.330000 1.028000e+00 
0.340000 1.007000e+00 
0.350000 1.020000e+00 
0.360000 1.029000e+00 
0.370000 9.810000e-01 
0.380000 9.840000e-01 
0.390000 9.180000e-01 
0.400000 1.011000e+00 
0.410000 9.740000e-01 
0.420000 1.015000e+00 
0.430000 9.800000e-01 
0.440000 9.980000e-01 
0.450000 9.920000e-01 
0.460000 1.049000e+00 
0.470000 9.690000e-01 
0.480000 1.009000e+00 
0.490000 9.980000e-01 
0.500000 9.740000e-01 
0.510000 1.057000e+00 
0.520000 9.990000e-01 
0.530000 1.044000e+00 
0.540000 9.760000e-01 
0.550000 1.009000e+00 
0.560000 9.960000e-01 
0.570000 9.940000e-01 
0.580000 1.001000e+00 
0.590000 1.040000e+00 
0.600000 1.030000e+00 
0.610000 1.008000e+00 
0.620000 9.740000e-01 
0.630000 9.190000e-01 
0.640000 1.040000e+00 
0.650000 1.040000e+00 
0.660000 9.930000e-01 
0.670000 9.950000e-01 
0.680000 1.017000e+00 
0.690000 9.990000e-01 
0.700000 9.980000e-01 
0.710000 1.012000e+00 
0.720000 9.960000e-01 
0.730000 1.005000e+00 
0.740000 9.640000e-01 
0.750000 1.000000e+00 
0.760000 9.370000e-01 
0.770000 1.055000e+00 
0.780000 1.010000e+00 
0.790000 9.950000e-01 
0.800000 1.000000e+00 
0.810000 9.800000e-01 
0.820000 1.057000e+00 
0.830000 1.000000e+00 
0.840000 9.820000e-01 
0.850000 1.030000e+00 
0.860000 1.023000e+00 
0.870000 9.950000e-01 
0.880000 1.042000e+00 
0.890000 9.710000e-01 
0.900000 1.023000e+00 
0.910000 9.620000e-01 
0.920000 9.710000e-01 
0.930000 1.025000e+00 
0.940000 9.890000e-01 
0.950000 1.023000e+00 
0.960000 9.760000e-01 
0.970000 9.960000e-01 
0.980000 9.650000e-01 
0.990000 9.830000e-01 
